feature,importance
hist_goals_per_match,0.13342507162899905
hist_goal_diff,0.11774690248336069
hist_win_rate,0.10002965804746321
hist_points_per_match,0.09180037090953452
fifa_points,0.09150075878314198
fifa_rank,0.08815764059805303
hist_ga_year,0.08376070774448535
hist_goals_conceded_per_match,0.07992449211947421
hist_points_year,0.07550618722752055
hist_gf_year,0.07255966971700512
hist_matches_year,0.0655885407409625
